"lon","lat","no2","campaign","code"
4.433733,51.21779,35.7,"facade","340737"
3.447574,51.20458,19.9,"facade","340749"
3.571288,51.00501,15.9,"facade","340767"
5.432321,51.22963,21,"facade","340776"
2.908294,51.21577,24.5,"facade","340779"
3.711805,51.05291,24,"facade","340788"
4.45814,51.10153,24.8,"facade","340791"
4.900781,51.16732,22.2,"facade","340800"
3.823747,50.81265,17.2,"facade","340809"
4.902652,51.17515,18.7,"facade","340824"
4.72145442557472,50.9247098155672,36.8,"facade","340830"
5.335571,50.93323,31.8,"facade","340833"
4.148171,51.16927,33,"facade","340839"
5.582945,51.04498,21,"facade","340845"
4.367034,51.11224,24.7,"facade","340848"
3.257054,50.83305,26.9,"facade","340851"
3.286509,50.83023,23.8,"facade","340857"
3.239284,50.78671,21.8,"facade","340860"
5.585455,51.04489,28.1,"facade","340872"
4.688602,51.2984,17.8,"facade","340875"
2.872266,50.99653,24,"facade","340878"
4.364549,50.93608,26,"facade","340881"
5.476656,51.22843,19.3,"facade","340884"
4.862373,51.14299,23.6,"facade","340887"
5.432866,51.2279,33,"facade","340896"
5.489522,51.22641,15.7,"facade","340908"
5.617908,51.05293,18.9,"facade","340917"
5.486636,51.22613,15,"facade","340926"
5.070588,50.9723,20.6,"facade","340929"
4.900366,51.1659,20,"facade","340932"
4.631786,51.05388,19.3,"facade","340938"
5.44698,51.20233,21.6,"facade","340941"
4.28574635228503,50.8047403123404,34.6,"facade","340956"
4.856032,51.14338,22.4,"facade","340962"
4.900998,51.16795,27.7,"facade","340995"
3.239763,50.76839,20.8,"facade","341001"
4.392064,51.20403,47,"facade","341007"
4.705254,50.99016,18.9,"facade","341013"
5.439025,51.24678,18.4,"facade","341019"
5.606716,51.05099,18.2,"facade","341028"
4.277264,50.79121,19.9,"facade","341031"
5.430447,51.24235,17.8,"facade","341034"
5.585298,51.04676,19.7,"facade","341040"
5.440378,51.24263,15.3,"facade","341049"
5.446668,51.22995,17.3,"facade","341055"
5.434855,51.2286,47,"facade","341064"
5.31711,50.90401,22.7,"facade","341067"
5.482673,51.23023,18.6,"facade","341073"
5.112702,51.20395,16.9,"facade","341085"
2.898317,50.76525,17.3,"facade","341088"
4.372468,50.93077,21.7,"facade","341091"
5.441297,51.21846,18.4,"facade","341094"
5.442882,51.20979,20,"facade","341103"
5.075658,50.75937,14.6,"facade","341106"
5.067584,50.97011,16.2,"facade","341112"
5.441997,51.20123,17.2,"facade","341115"
4.296565,50.78634,26.5,"facade","341121"
5.072216,50.75439,16.5,"facade","341124"
5.45096,51.20213,21.1,"facade","341136"
5.488661,51.22341,15.2,"facade","341142"
5.474665,51.21451,16.9,"facade","341154"
5.446566,51.23168,25.2,"facade","341166"
3.475402,50.80812,16.4,"facade","341172"
5.49004,51.22538,16.4,"facade","341175"
4.231844,50.80702,20.2,"facade","341178"
5.450886,51.20804,16,"facade","341181"
4.450352,51.16319,24.1,"facade","341184"
3.274098,50.83161,28.6,"facade","341214"
5.59114,51.05523,15.1,"facade","341229"
4.448205,51.2332,39.1,"facade","341244"
4.879339,50.90802,20.3,"facade","341247"
3.26487,50.82996,23,"facade","341250"
5.438338,51.2317,16.2,"facade","341259"
4.200474,50.78726,15.7,"facade","341262"
3.46705,50.77739,19.4,"facade","341271"
5.562095,51.03351,20,"facade","341280"
4.586467,51.23149,18.1,"facade","341286"
4.879037,50.7723,17.5,"facade","341298"
5.603898,51.13573,19.3,"facade","341301"
3.481518,51.00969,16.5,"facade","341304"
5.080875,50.75141,30,"facade","341325"
3.23029403996635,51.2078430588492,31.1,"facade","341343"
4.912144,51.22824,18.4,"facade","341346"
3.256536,51.19983,19.5,"facade","341355"
5.193314,51.21183,15.2,"facade","341364"
3.271818,51.1176,23.5,"facade","341373"
2.904677,50.86466,32.7,"facade","341376"
5.095877,51.245,16.1,"facade","341379"
4.400543,51.20846,44.1,"facade","341403"
3.770967,51.02383,27.8,"facade","341406"
4.698129,50.87455,19,"facade","341424"
4.041252,50.93732,27.3,"facade","341454"
3.782824,50.88052,28.4,"facade","341481"
3.636966,50.95963,18.8,"facade","341484"
4.539017,51.26079,22.7,"facade","341493"
3.369185,50.90954,20.7,"facade","341502"
3.22969,50.88481,27.1,"facade","341520"
3.494058,50.81108,25.4,"facade","341526"
4.346191,51.16039,27,"facade","341532"
4.479929,51.01605,29.4,"facade","341541"
5.114283,50.94769,21.1,"facade","341550"
3.725653,50.98239,25.1,"facade","341559"
5.564938,51.15572,18.4,"facade","341562"
3.673225,50.87144,15.9,"facade","341571"
4.351619,51.05971,33.3,"facade","341574"
4.791245,50.96522,18.8,"facade","341598"
3.810802,51.19436,28.1,"facade","341601"
4.666402,50.84399,18.8,"facade","341622"
5.518971,50.87174,23.5,"facade","341640"
5.083502,50.93795,17.4,"facade","341643"
3.746389,51.05977,34.9,"facade","341658"
4.077655,51.20793,19.8,"facade","341661"
4.83843,51.17652,21,"facade","341673"
4.234582,51.20259,26.3,"facade","341691"
5.517087,50.96176,19.8,"facade","341697"
5.525916,51.09824,17.6,"facade","341703"
3.233064,51.16365,22.6,"facade","341769"
4.090361,50.8348,18.5,"facade","341778"
4.425103,50.97543,19.1,"facade","341781"
4.418736,51.18353,30.2,"facade","341796"
4.418981,51.1853,31.3,"facade","341805"
4.101733,51.06066,19.5,"facade","341808"
3.155983,50.93992,27.2,"facade","341811"
4.401108,51.1628,27.5,"facade","341817"
3.689884,51.06194,21.8,"facade","341820"
5.21957,51.06343,28.8,"facade","341826"
2.89202927479492,51.0997868516733,22.4,"facade","341838"
3.882812,50.77052,23.7,"facade","341850"
4.947685,50.81897,18.5,"facade","341856"
3.876369,50.77209,27.5,"facade","341859"
4.983272,51.06897,30,"facade","341862"
4.412372,51.22028,34.5,"facade","341868"
2.741102,50.93381,19.8,"facade","341874"
4.70724,50.9536,23.7,"facade","341883"
3.330949,50.81562,19.3,"facade","341889"
4.235098,51.10056,24.9,"facade","341892"
3.762961,51.14254,21.2,"facade","341901"
4.371134,51.1735,26.4,"facade","341916"
3.251036,50.84594,21.7,"facade","341919"
4.086428,51.12593,23,"facade","341922"
3.977396,50.96654,44.7,"facade","341937"
5.217337,51.08926,15.8,"facade","341946"
3.586289,50.89851,16.2,"facade","341949"
2.918624,51.2264,28.4,"facade","341952"
4.761373,51.40136,37.1,"facade","341961"
4.880445,51.05279,17.7,"facade","341973"
5.267678,51.06004,15.9,"facade","341976"
4.94949,50.76475,15,"facade","341991"
5.217321,51.07116,16.2,"facade","341994"
4.763074,51.29688,18.1,"facade","342006"
3.227191,50.85324,27.3,"facade","342015"
5.292172,51.0574,12.5,"facade","342024"
3.768536,51.01295,25.3,"facade","342030"
4.44275626365961,50.889525612839,32.5,"facade","342042"
5.161991,51.03828,17.7,"facade","342048"
4.472649,50.88033,30.8,"facade","342066"
5.276703,51.06129,13.8,"facade","342072"
4.477376,50.88552,28.3,"facade","342075"
5.078957,51.00128,18.2,"facade","342078"
5.324853,51.08504,14.4,"facade","342084"
4.514004,50.86132,30.9,"facade","342093"
5.221034,51.07072,20.1,"facade","342096"
4.976709,51.3154,18,"facade","342099"
4.447056,50.86706,31,"facade","342102"
5.223931,51.08767,18.2,"facade","342108"
3.502519,51.20312,26.6,"facade","342111"
4.504769,50.88004,24.6,"facade","342114"
5.170747,51.04069,23.7,"facade","342141"
5.248713,51.08873,17.6,"facade","342150"
4.564124,51.19334,23.8,"facade","342156"
4.840555,51.09041,34.8,"facade","342162"
5.272414,51.05659,26.8,"facade","342168"
5.169623,51.04177,24,"facade","342177"
4.559257,50.9679,18.4,"facade","342192"
5.216914,51.05629,19.7,"facade","342198"
4.7399,50.91634,17.2,"facade","342207"
4.70162,50.92566,19.1,"facade","342210"
5.224438,51.07607,24.6,"facade","342234"
3.094762,51.27343,20.8,"facade","342237"
4.67231,50.90644,28.1,"facade","342249"
4.383634,50.93607,22.1,"facade","342252"
5.596747,50.811,26.4,"facade","342267"
4.829501,50.7897,16.7,"facade","342276"
4.065222,51.01654,32,"facade","342279"
3.795922,50.83301,20.1,"facade","342300"
3.707457,51.07284,29.9,"facade","342321"
4.462661,51.38985,24.4,"facade","342333"
3.809635,51.19414,22.1,"facade","342339"
4.159177,50.75952,16.9,"facade","342351"
4.398931,51.20794,46,"facade","342357"
4.992178,51.0169,18.7,"facade","342363"
3.399247,50.88104,20.3,"facade","342372"
4.488279,51.13454,20.7,"facade","342375"
4.15479,50.74023,20.6,"facade","342378"
4.576897,50.98194,17.2,"facade","342390"
4.348015,50.7445,21.8,"facade","342393"
4.352782,50.73872,16.6,"facade","342408"
4.462219,51.16236,23.6,"facade","342417"
5.221524,51.08957,17.3,"facade","342423"
4.585567,51.29403,18.1,"facade","342429"
4.041928,50.93815,23.6,"facade","342432"
4.588384,50.84673,19,"facade","342441"
4.33623304014667,51.1333526059599,28.8,"facade","342450"
5.467382,50.88749,17.3,"facade","342468"
4.639937,50.84052,21.3,"facade","342471"
3.80748,50.86603,18.1,"facade","342480"
4.085882,51.00053,16.2,"facade","342483"
4.919553,51.02953,16.4,"facade","342504"
5.338807,50.95578,19.8,"facade","342516"
5.744669,50.95135,22,"facade","342534"
4.135131,50.831,16.8,"facade","342543"
5.208883,51.04025,16,"facade","342546"
4.2716,51.09079,26,"facade","342573"
5.239126,51.08846,17.7,"facade","342591"
3.867294,51.17693,21.8,"facade","342597"
3.330791,50.99902,22.8,"facade","342603"
4.440923,51.19016,31.3,"facade","342612"
4.405942,51.22276,33.3,"facade","342618"
3.328306,50.85827,29.6,"facade","342630"
4.172745,50.94404,17.7,"facade","342633"
4.409454,51.21973,33.1,"facade","342636"
4.292433,51.12901,27.3,"facade","342639"
5.344869,51.04124,16.8,"facade","342654"
4.238641,50.73837,21.1,"facade","342675"
3.988324,50.96788,16.3,"facade","342678"
4.335475,50.7712,19.3,"facade","342687"
3.221048,51.21106,42.2,"facade","342693"
4.413838,51.22078,37.5,"facade","342696"
4.96358,50.96515,16.8,"facade","342702"
4.408935,51.22343,32.2,"facade","342705"
4.249515,50.74093,20.9,"facade","342708"
4.301176,50.9091,23.2,"facade","342711"
4.236207,50.73291,21.4,"facade","342720"
5.293023,51.22412,20,"facade","342723"
4.414037,51.22429,22.4,"facade","342726"
4.239123,50.73634,27.2,"facade","342729"
4.025037,51.06383,35.5,"facade","342732"
4.243852,50.72943,20.8,"facade","342735"
4.256635,50.71966,23,"facade","342747"
4.218032,50.71558,20.1,"facade","342759"
3.249883,50.81367,23.7,"facade","342780"
4.161528,51.16099,26.6,"facade","342789"
4.026429,50.93846,37.3,"facade","342792"
4.540548,51.19736,20.3,"facade","342795"
5.31909119734498,51.0218596457484,17.5,"facade","342804"
4.336733,51.01732,18.2,"facade","342819"
3.992092,51.1039,26.7,"facade","342825"
3.993133,51.10349,20.9,"facade","342837"
4.521892,51.17575,21.2,"facade","342840"
4.626909,50.96,16.6,"facade","342849"
4.899151,51.03501,15.8,"facade","342858"
3.812759,50.87077,24.1,"facade","342861"
4.599779,50.88734,21.5,"facade","342864"
3.252581,51.20058,20.6,"facade","342873"
4.032929,50.96294,33.3,"facade","342876"
3.621503,50.86962,39.9,"facade","342879"
3.010699,51.09147,23.5,"facade","342882"
3.151655,51.02714,18.4,"facade","342951"
5.247311,51.09098,14,"facade","342966"
5.111831,51.29689,21.9,"facade","342996"
3.42259145291632,50.8372429088509,19.4,"facade","343005"
3.950538,50.9458,16.9,"facade","343011"
4.379669,51.18353,42,"facade","343023"
4.102478,51.00366,17.5,"facade","343041"
4.536314,51.07342,21.4,"facade","343065"
3.605335,50.73794,20.6,"facade","343077"
4.320187,50.95757,23.9,"facade","343092"
3.10362475701207,50.9562771726536,19.5,"facade","343101"
5.788288,51.09301,17.4,"facade","343104"
3.23623,50.8425,20.9,"facade","343122"
4.02781,50.84338,42.5,"facade","343128"
3.697433,51.04489,21.9,"facade","343137"
3.562886,51.19057,19.5,"facade","343149"
4.438918,51.16552,24.9,"facade","343152"
4.78288447151942,50.8577644906551,21.7,"facade","343164"
4.033148,51.22017,24,"facade","343170"
3.973499,50.9848,20.2,"facade","343182"
5.460065,50.77878,32.3,"facade","343188"
4.011439,50.78688,13.6,"facade","343194"
4.478822,51.40931,13,"facade","343212"
4.425418,51.1767,29.4,"facade","343221"
4.162165,50.85354,34.3,"facade","343230"
3.138871,51.30362,25.8,"facade","343245"
4.570196,51.13936,23.7,"facade","343251"
3.255696,50.83037,28.5,"facade","343275"
4.337488,51.07534,26.8,"facade","343284"
4.867663,51.27348,17.5,"facade","343287"
5.012567,51.16915,16.5,"facade","343302"
5.456211,50.97918,19,"facade","343329"
4.440877,51.21344,53.8,"facade","343359"
3.476252,50.80878,31.3,"facade","343386"
3.135903,50.94017,25,"facade","343407"
3.153628,51.10762,21.2,"facade","343428"
4.984459,50.7958,19.3,"facade","343470"
5.307298,50.92374,30.1,"facade","343506"
4.012912,50.92071,24.5,"facade","343530"
4.446979,51.19116,29.4,"facade","343590"
5.72576,51.03671,24,"facade","343602"
4.901609,51.18068,26.5,"facade","343605"
3.25708,51.07548,19.2,"facade","343608"
4.162224,50.87495,26.1,"facade","343611"
3.316861,51.0633,17.8,"facade","343620"
3.837907,51.00937,24.1,"facade","343623"
5.130527,50.96384,18.3,"facade","343650"
3.213195,51.03615,21.7,"facade","343689"
5.733834,51.04644,19.3,"facade","343698"
4.34536926757812,50.745639974206,20.7,"facade","343731"
4.55823649483304,51.1944097112867,21.8,"facade","343755"
3.687358,50.92012,14.1,"facade","343767"
4.654613,50.8644,23.3,"facade","343779"
3.97857748119041,50.9014764632445,17.9,"facade","343791"
4.510272,51.08327,22.6,"facade","343797"
5.397354,51.22186,19,"facade","343815"
5.547083,50.97168,21.2,"facade","343821"
5.3994466856356,51.2330759903858,20.3,"facade","343827"
3.127063,51.06056,20.2,"facade","343830"
5.427515,51.22092,17.1,"facade","343842"
4.834792,50.98625,24.4,"facade","343845"
5.404863,51.1936,21.1,"facade","343860"
4.45631559662047,51.1545010790792,23.7,"facade","343872"
4.790944,51.10061,20.3,"facade","343881"
3.988517,51.10038,28.2,"facade","343884"
4.474514,51.0227,36.5,"facade","343890"
4.692658,51.17008,20.5,"facade","343905"
3.248987,51.20611,23.2,"facade","343911"
3.750459,50.99068,24.4,"facade","343926"
4.711956,50.94819,16.5,"facade","343929"
4.562104,51.13157,27.9,"facade","343947"
4.570657,51.12861,32.5,"facade","343965"
4.570119,51.13091,24.1,"facade","343974"
3.192235,51.19956,34.8,"facade","343977"
4.607523,51.09825,23.3,"facade","343983"
3.367856,51.1329,18.9,"facade","343995"
5.727671,51.03638,27.9,"facade","344022"
4.953276,51.10014,21.3,"facade","344031"
4.904444,51.1519,23.8,"facade","344037"
5.061723,50.91222,14.7,"facade","344064"
5.371167,50.99342,19.5,"facade","344067"
3.226932,51.22202,35.9,"facade","344076"
4.253691,51.17279,28.2,"facade","344079"
4.694322,50.90405,24.5,"facade","344085"
4.656337,51.21804,21.4,"facade","344088"
4.047705,50.93376,26.8,"facade","344097"
3.228064,51.20889,26.5,"facade","344100"
5.324087,50.91108,24.1,"facade","344115"
3.732574,51.05021,28.2,"facade","344118"
3.219123,51.19726,28.8,"facade","344121"
2.902517,51.20873,24.8,"facade","344139"
5.36074166417987,50.9140054819664,18.5,"facade","344151"
3.21851191337493,51.2134745554565,23.7,"facade","344154"
3.228646,51.2158,40.4,"facade","344169"
3.983296,50.96398,21.1,"facade","344172"
4.986854,51.31564,24.1,"facade","344187"
3.183695,50.88945,19.9,"facade","344193"
3.226007,51.20141,23.4,"facade","344196"
3.222091,51.20961,39.1,"facade","344202"
4.457757,51.20108,29.5,"facade","344208"
5.113734,51.10111,18.3,"facade","344214"
3.222054,51.21017,40.3,"facade","344220"
3.230426,51.20991,29.2,"facade","344232"
3.769109,51.10175,30.4,"facade","344253"
3.056983,51.04025,20.1,"facade","344277"
4.500438,51.1668,26.5,"facade","393332"
4.456899,51.21355,42.6,"facade","393647"
4.42566,51.19743,36.5,"facade","393938"
4.653774,51.01825,18,"facade","394343"
4.542333,51.19533,23.9,"facade","394637"
5.092722,51.32927,18.2,"facade","394811"
3.80529642410517,51.0009741065932,51.7,"facade","395312"
4.147849,51.11674,20,"facade","396245"
4.505023,51.03517,19.9,"facade","396290"
4.761356,50.96632,13.1,"facade","396485"
4.792241,51.26233,18.1,"facade","396845"
3.7554463576909,51.0386501845371,25,"facade","396872"
3.352979,51.23755,14.7,"facade","397265"
4.727203,50.88981,27.4,"facade","397430"
3.761456,51.0688,23.1,"facade","397457"
4.282878,50.84774,28.9,"facade","397475"
4.016801,50.88602,20.9,"facade","397547"
3.117745,50.95494,25.6,"facade","398411"
4.967461,51.32264,19.9,"facade","398441"
4.726749,51.10268,18.5,"facade","398810"
3.988746,50.89832,18,"facade","398885"
4.509081,50.9159,21.7,"facade","398921"
4.584708,50.79396,16.4,"facade","399182"
4.267305,51.1473,17.5,"facade","3e+05"
3.656704,51.1214,18.8,"facade","401381"
4.375559,51.18988,34.8,"facade","401471"
4.02069608603497,51.1064030776443,25,"facade","406133"
3.88517,50.88426,15.8,"facade","406571"
2.652634,51.10343,25.1,"facade","406661"
3.692925,50.91668,16.3,"facade","406733"
5.254551,50.94854,20.9,"facade","406847"
3.834821,50.78198,16.7,"facade","406871"
3.931828,50.85663,17.1,"facade","406931"
3.401772,51.12527,18,"facade","407015"
4.971428,50.98419,15,"facade","407180"
4.598509,51.21486,23.1,"facade","407651"
4.711658,51.16829,18.9,"facade","407894"
4.53009669744155,51.3264246024967,21.2,"facade","407951"
4.457716,51.204,32.9,"facade","408491"
5.771633,51.10164,17.3,"facade","408566"
4.469633,51.02599,43.1,"facade","408728"
4.436072,51.19248,33.6,"facade","408881"
3.123021,50.93465,20.5,"facade","409955"
4.850491,51.31045,19,"facade","410138"
4.990531,51.16272,22.4,"facade","411011"
4.568036,51.30175,22,"facade","411572"
2.70285477381927,50.8794966224623,19.7,"facade","411620"
4.331615,51.1099,34.6,"facade","413066"
3.711941,51.052,26,"facade","413246"
4.363474,51.08004,24.2,"facade","413270"
4.75931611920789,50.8496229425679,16.7,"facade","413324"
3.821135,51.20424,24.9,"facade","413462"
4.986013,51.15819,22,"facade","413555"
4.48165,51.3029,21.8,"facade","413636"
4.172697,50.98395,16.5,"facade","413804"
4.633246,50.97155,15.6,"facade","413819"
3.224954,51.17508,23.3,"facade","413828"
4.418108,51.19973,36.9,"facade","413954"
5.468513,50.78276,22.4,"facade","414125"
3.921973,51.05736,20.5,"facade","414221"
3.754612,51.02357,26.2,"facade","414284"
4.35491,51.06242,25.3,"facade","414413"
3.319826,51.12535,20.6,"facade","414419"
4.625073,50.80949,14.1,"facade","414473"
5.111511,51.18722,22,"facade","414482"
4.505867,51.312,16.7,"facade","414617"
5.216902,51.1939,16,"facade","414686"
3.603333,50.76791,17.3,"facade","415022"
2.647656,51.11425,20.7,"facade","415241"
3.577571,51.07794,23.3,"facade","415352"
4.483654,51.35976,16.9,"facade","415457"
3.890679,51.09892,20.2,"facade","416090"
3.94518424554472,50.9206670984248,23.2,"facade","416579"
4.98185,51.10635,22.6,"facade","416594"
4.422602,51.1766,28.7,"facade","416759"
3.98329,50.96397,20.3,"facade","416906"
5.302077,51.07175,13.9,"facade","417077"
4.699982,51.29833,18.4,"facade","417155"
5.495859,51.00079,21.1,"facade","417191"
3.041233,51.27693,24.2,"facade","417194"
3.343984,50.84921,17.8,"facade","417269"
3.282935,51.25091,18.7,"facade","417509"
4.319274,50.93093,18,"facade","417548"
4.21996,50.88109,28.4,"facade","417575"
4.689352,50.88305,24.9,"facade","417758"
3.75093,51.03872,26.1,"facade","417797"
4.907156,50.93791,18.7,"facade","417983"
4.056585,51.12605,20.8,"facade","418022"
4.661709,51.01152,19.2,"facade","418127"
4.6911586768796,50.863151763133,21.4,"facade","418370"
4.414383,51.45027,19,"facade","418433"
5.477693,50.83545,17.3,"facade","418454"
4.589979,51.03635,19.1,"facade","418508"
3.314422,50.99798,23.4,"facade","418586"
4.088134,50.92178,18.5,"facade","418640"
3.948019,51.05435,22.9,"facade","418667"
4.085412,50.84574,20.3,"facade","418709"
3.002751,51.18689,20.2,"facade","418955"
4.346398,51.17056,28.6,"facade","419156"
4.417219,51.22766,41.4,"facade","419246"
5.575392,50.8058,19.9,"facade","419342"
4.47425,51.3726,16.5,"facade","419369"
4.29395,51.10649,23.3,"facade","419441"
4.459684,50.7671,18.2,"facade","419453"
4.560453,50.98093,18.1,"facade","419609"
3.259144,51.19462,29,"facade","419618"
5.661016,50.89604,18.4,"facade","419756"
4.07748,50.92409,18.9,"facade","419864"
4.078844,50.84482,22.6,"facade","419882"
3.084184,51.17487,20.6,"facade","420113"
4.217065,51.12441,30.8,"facade","420125"
3.05911,50.94269,26.7,"facade","420131"
4.034006,51.0137,19,"facade","420263"
3.392217,50.78086,26.2,"facade","420293"
4.766672,51.20753,16,"facade","420359"
3.312113,50.83469,25.8,"facade","420398"
5.326631,50.93607,23.9,"facade","420464"
3.976696,51.10539,33.8,"facade","420740"
4.45805,51.26709,31.5,"facade","420830"
4.413753,51.22591,30,"facade","421193"
4.790524,51.05248,17.9,"facade","421397"
4.10884,50.89384,33.1,"facade","421445"
4.842831,50.994,17.1,"facade","421454"
4.428855,51.3033,20.6,"facade","422012"
4.241178,51.15032,22,"facade","422030"
3.655049,51.05004,25.6,"facade","422294"
2.908571,51.21266,27.8,"facade","422444"
4.387589,51.22942,31.4,"facade","422642"
3.714817,51.00362,34.6,"facade","422867"
3.029723,51.26586,21.8,"facade","422891"
3.348329,51.24108,18.6,"facade","422900"
3.493799,50.95994,19.6,"facade","423056"
4.156062,51.13359,27.3,"facade","423587"
4.592216,51.38888,27.3,"facade","423662"
4.440154,51.21711,38.4,"facade","423854"
4.785341,51.33177,15.4,"facade","423989"
4.419868,51.31708,25,"facade","424064"
3.211386,51.20852,24.2,"facade","424139"
4.640812,50.86986,16.2,"facade","424151"
5.308818,50.90215,19.7,"facade","424340"
4.505138,51.32051,18.4,"facade","424421"
3.705738,51.03976,26.8,"facade","424661"
4.466013,51.14525,21.7,"facade","424808"
4.029203,50.93612,27.5,"facade","424865"
5.616745,51.02007,17,"facade","425054"
3.639941,50.937,20.2,"facade","425141"
4.948593,51.14272,29.6,"facade","425222"
4.69496,51.00555,15.2,"facade","425483"
5.374069,50.92935,26.7,"facade","425495"
4.823791,51.17635,23.8,"facade","425642"
4.382191,51.17965,34.4,"facade","426581"
5.693709,50.92031,17.8,"facade","426668"
4.445219,51.36605,16.8,"facade","426719"
3.536089,50.87394,17.5,"facade","427304"
5.467087,50.8062,17.3,"facade","427346"
3.271398,51.19369,23.8,"facade","427826"
4.51581,50.86417,50.6,"facade","428225"
4.626983,51.05396,39,"facade","428336"
3.920101,50.99095,18.1,"facade","428525"
4.97135,50.77248,16.8,"facade","428639"
4.001546,51.10281,22.9,"facade","428996"
4.171055,51.21497,22.6,"facade","429035"
3.015559,50.97382,31.6,"facade","429218"
4.690779,51.27159,16.1,"facade","429290"
3.74893,51.04005,26.2,"facade","429563"
3.766971,51.02556,24.3,"facade","429848"
4.543178,51.1538,20,"facade","429881"
3.754847,51.03577,29,"facade","430946"
5.063914,50.72373,15.2,"facade","431369"
3.123462,50.93782,24.3,"facade","432002"
2.67098,50.93899,18.9,"facade","432725"
3.28281467931821,50.8297969179328,22.6,"facade","433037"
4.405229,51.17067,35.6,"facade","433085"
4.267754,50.75246,24.5,"facade","433562"
4.505693,51.28811,19.7,"facade","433712"
4.227481,51.08794,18.2,"facade","434192"
5.454684,50.86406,15.8,"facade","434237"
3.599202,50.8516,18.9,"facade","434261"
3.697347,51.06169,27.1,"facade","434351"
3.713598,51.05699,21.9,"facade","434441"
3.682549,51.02804,21.7,"facade","434582"
3.320592,51.00289,22.2,"facade","434768"
3.217077,51.21415,32.5,"facade","434858"
3.304807,50.82602,23.8,"facade","435071"
5.064382,51.02889,15.1,"facade","435146"
4.452891,51.14892,22.5,"facade","435206"
4.42606,51.35955,16.9,"facade","435284"
3.716711,51.09705,29.8,"facade","435380"
4.217873,50.71278,30.3,"facade","435449"
4.513384,51.26236,19.2,"facade","435473"
3.181511,50.87756,29.9,"facade","435608"
4.732648,51.00214,15.8,"facade","435752"
4.770171,50.90622,15,"facade","435974"
4.491587,50.96008,27.5,"facade","436010"
4.633006,51.38957,22.5,"facade","436148"
4.456441,50.95913,26,"facade","436190"
5.687103,50.90725,16.9,"facade","436559"
5.260112,50.94317,18,"facade","436610"
4.734062,50.87648,22.1,"facade","437192"
4.623511,51.0606,19.3,"facade","437231"
4.60433,50.99783,16.1,"facade","437378"
5.095984,50.80696,20.1,"facade","437735"
3.400104,50.84072,21.7,"facade","437825"
3.99204,51.09937,22.4,"facade","438155"
4.706791,50.86914,43.5,"facade","438158"
5.477163,50.95475,21.6,"facade","438329"
5.475499,51.13731,15.4,"facade","438449"
4.537922,51.08766,21.3,"facade","438566"
4.228829,50.98108,24.2,"facade","438602"
4.324578,51.11228,25.6,"facade","438650"
5.626392,50.8244,25.6,"facade","438908"
5.545699,51.24167,16.7,"facade","438920"
3.677979,50.80559,24,"facade","439466"
3.570186,50.92443,18.2,"facade","439583"
3.650144,50.79739,16.2,"facade","439826"
3.603517,50.74641,37,"facade","440114"
4.649118,51.40596,19.8,"facade","440510"
3.316763,51.31023,20.5,"facade","440660"
4.034671,50.93373,37.9,"facade","440705"
4.642022,50.95551,22.3,"facade","440933"
4.415293,51.22638,56.7,"facade","441020"
4.361794,50.95637,19.9,"facade","441050"
5.227189,51.19092,19.9,"facade","441125"
4.12035374269739,51.2124439938894,21.8,"facade","441617"
5.095558,50.72161,16.5,"facade","441872"
4.734751,50.88678,21.4,"facade","442100"
4.877987,50.85258,15,"facade","442490"
3.828755,51.03984,22.9,"facade","442604"
3.647189,51.09023,20.4,"facade","442637"
3.354333,50.91729,23.1,"facade","443027"
3.76535,51.01922,37.5,"facade","443246"
3.239161,50.76551,21.2,"facade","443462"
2.968472,51.22219,22.3,"facade","444380"
4.016731,50.8759,33,"facade","444740"
2.95006195225171,51.2224487362049,35.4,"facade","444809"
4.35569,50.90619,35.7,"facade","444968"
5.332822,50.9342,25.4,"facade","445178"
4.110027,50.8204,18.1,"facade","445226"
3.142007,51.02517,20.6,"facade","445457"
3.44713,51.08455,22.4,"facade","445661"
4.327302,51.35174,23.3,"facade","445751"
4.233919,50.85194,20.5,"facade","445796"
4.782421,50.85333,24.1,"facade","445805"
4.42645,51.28465,24.9,"facade","445853"
5.086822,51.08738,16.8,"facade","445859"
3.76435,51.04003,24.7,"facade","446048"
2.95795885829746,51.2449468725834,22.5,"facade","446075"
4.24639,51.22177,25.9,"facade","446186"
4.72422884570068,51.0825070886945,22.5,"facade","446231"
4.427952,51.22104,34.4,"facade","446438"
3.087108,51.08566,20.8,"facade","446534"
4.540458,50.88359,18.8,"facade","446642"
5.10364608546822,51.0863092398183,17.5,"facade","446675"
4.443371,51.21554,46.5,"facade","446705"
3.555582,51.19252,20.2,"facade","446750"
4.670197,51.08838,18.6,"facade","446783"
3.321596,50.99313,24.7,"facade","446882"
5.010058,50.79784,19.5,"facade","447029"
3.3539809015728,50.9134186388816,30.2,"facade","447254"
5.723222,51.06836,15.7,"facade","447341"
3.929086,51.0366,19.7,"facade","447515"
3.604396,50.85041,26.1,"facade","447578"
3.71350037069252,51.0000477083799,25.2,"facade","447851"
4.031854,50.96379,32.7,"facade","447920"
3.766823,51.04747,21.1,"facade","447980"
3.897648,50.81876,16,"facade","448094"
4.595043,50.9386,18,"facade","448262"
3.843682,51.09701,19.9,"facade","448289"
4.154649,51.02751,17,"facade","448295"
4.469164,51.05583,24.3,"facade","448352"
4.470177,51.39471,18.7,"facade","448388"
